urlID,Ruler,Denomination,Mat,x,y
323638,EISV,Stater (copper alloy),AgCu,405099.4231,254399.6327
323639,NULL,Unit (silver),AgCu,418699.519,240300.473
323640,NULL,Unit (silver),AgCu,417399.297,237899.8281
323641,EISV,Unit (silver),AgCu,416399.9233,230100.5747
323643,NULL,Unit (silver),AgCu,447000.7507,258999.1687
323644,NULL,Unit (silver),AgCu,507000.9787,93000.02844
323645,NULL,Unit (silver),AgCu,417399.3044,237900.8371
323646,NULL,Unit (silver),AgCu,414700.1924,235699.9249
323647,NULL,Unit (silver),AgCu,414700.3313,235700.0668
323648,NULL,Unit (silver),AgCu,422399.1947,241400.6283
323649,NULL,Unit (silver),AgCu,419500.3034,231599.0601
323650,NULL,Unit (silver),AgCu,419499.0838,231600.0831
323651,NULL,Unit (silver),AgCu,418000.9365,246999.8971
323652,NULL,Unit (silver),AgCu,409599.203,199499.2346
323653,EISV,Unit (silver),AgCu,409600.4951,199499.2584
323654,NULL,Unit (silver),AgCu,468999.118,154999.0022
323658,NULL,Unit (silver),AgCu,439999.3241,199999.3633
323659,NULL,Unit (silver),AgCu,424999.3111,174000.4511
323660,NULL,Unit (silver),AgCu,393599.7077,209800.1231
323661,NULL,Unit (copper alloy),AgCu,393599.3625,209800.9262
323662,NULL,Unit (silver),AgCu,393600.7085,209800.3475
323663,NULL,Unit (silver),AgCu,393600.0797,209800.3657
323664,NULL,Unit (silver),AgCu,393599.6092,209800.9694
323665,NULL,Unit (copper alloy),AgCu,393599.4315,209800.4115
323666,EISV,Unit (silver),AgCu,393399.291,209599.8994
323667,NULL,Unit (silver),AgCu,393400.269,209599.5701
323668,ANTED (Dobunni),Stater (copper alloy),AgCu,393900.4121,209199.266
323669,NULL,Unit (silver),AgCu,392900.4926,210000.4169
323670,NULL,Unit (silver),AgCu,393399.6633,209800.3901
323671,NULL,Unit (silver),AgCu,411700.9116,196199.6733
323672,NULL,Unit (silver),AgCu,411700.5636,196200.4169
323673,NULL,Unit (copper alloy),AgCu,409600.6523,199499.7469
323674,NULL,Unit (copper alloy),AgCu,409600.7952,199500.554
323675,NULL,Unit (silver),AgCu,409599.1903,199499.8711
323676,NULL,uncertain,AgCu,409600.4575,199500.2708
323677,NULL,Unit (silver),AgCu,396999.1479,135000.7444
323680,NULL,Unit (silver),AgCu,395000.2018,244999.4791
323681,NULL,Unit (silver),AgCu,394999.2597,244999.6112
323682,NULL,Unit (silver),AgCu,395000.8606,244999.6443
323683,NULL,Unit (silver),AgCu,395199.8528,244499.7355
323684,NULL,Unit (silver),AgCu,395000.9192,245000.3985
323685,NULL,Unit (silver),AgCu,431500.2065,159500.6038
323686,NULL,Unit (silver),AgCu,418350.5945,240000.9675
323687,NULL,Unit (silver),AgCu,418350.0062,240000.8215
323688,NULL,Unit (silver),AgCu,419799.8007,240000.3895
323689,NULL,Unit (silver),AgCu,418799.818,239899.9532
323690,NULL,Unit (copper alloy),AgCu,418899.91,142399.5748
323691,NULL,Unit (silver),AgCu,394999.2789,244999.804
323695,NULL,Unit (silver),AgCu,460000.638,183000.5222
323702,NULL,Unit (silver),AgCu,459000.4812,187000.0788
323708,NULL,Unit (silver),AgCu,392900.7339,209999.7219
323710,NULL,Unit (silver),AgCu,384999.7336,154000.3168
323711,NULL,Unit (silver),AgCu,390700.4981,185700.213
323713,NULL,Unit (silver),AgCu,411699.6567,196199.775
323714,NULL,Unit (silver),AgCu,453000.4286,209000.3208
323717,NULL,Unit (silver),AgCu,419999.7175,295999.3365
323719,NULL,Stater (copper alloy),AgCu,374760.6027,213529.671
323725,NULL,Unit (silver),AgCu,407999.9337,215999.9114
323727,NULL,Unit (silver),AgCu,410999.1374,196000.0165
323729,EISV,Unit (silver),AgCu,425000.7889,173999.1342
323730,NULL,Unit (silver),AgCu,460000.3313,183000.4842
323739,NULL,Unit (silver),AgCu,448999.9416,177999.7485
323740,NULL,Unit (silver),AgCu,448999.4026,177999.5379
323742,NULL,Unit (silver),AgCu,456999.1076,156999.378
323745,NULL,Unit (silver),AgCu,457999.3306,168000.7632
323747,NULL,Unit (silver),AgCu,477000.1659,94999.47731
323749,NULL,Unit (silver),AgCu,411000.3616,195999.1888
323751,NULL,Unit (silver),AgCu,416999.5339,228000.5303
323754,NULL,Unit (silver),AgCu,418000.105,238999.5597
323755,NULL,Unit (silver),AgCu,444999.0013,248000.0938
323756,NULL,Unit (silver),AgCu,417999.1042,238999.2463
323758,NULL,Unit (silver),AgCu,458999.9829,179000.8791
323761,NULL,Unit (silver),AgCu,442999.2497,184000.1657
323773,NULL,Unit (silver),AgCu,454999.2039,178000.3377
323783,EISV,Unit (copper alloy),AgCu,424999.9532,190999.2569
323784,NULL,Unit (copper alloy),AgCu,424999.8962,190999.4706
323786,NULL,Unit (silver),AgCu,412000.6532,191999.2794
323788,NULL,Unit (silver),AgCu,468999.5866,224999.0185
323789,NULL,Unit (silver),AgCu,427000.5651,236000.8509
323790,NULL,Unit (silver),AgCu,446999.9187,226999.2352
323793,BODVOC,Unit (silver),AgCu,495999.4906,94000.80274
323799,NULL,Unit (silver),AgCu,411999.2293,191999.2127
323803,NULL,Unit (silver),AgCu,449000.373,193000.3684
323806,EISV,Unit (silver),AgCu,417999.3796,239000.6342
323807,NULL,Unit (copper alloy),AgCu,418000.7185,239000.9042
323808,NULL,Unit (copper alloy),AgCu,417999.3501,238999.5802
323809,NULL,Unit (silver),AgCu,423999.5115,242000.5125
323813,EISV,Unit (silver),AgCu,424000.2214,185000.7787
323814,NULL,Unit (silver),AgCu,423999.8419,185000.688
323815,EISV,Unit (silver),AgCu,423999.6058,184999.6691
323816,NULL,Unit (silver),AgCu,439999.4618,178999.7951
323817,NULL,Unit (silver),AgCu,440000.1733,178999.9711
323818,NULL,Unit (silver),AgCu,459999.38,183000.4572
323819,NULL,Unit (silver),AgCu,460000.0975,182999.7709
323820,NULL,Unit (silver),AgCu,440000.7692,178999.2672
323821,NULL,Unit (copper alloy),AgCu,439999.3567,178999.0947
323822,NULL,Unit (copper alloy),AgCu,440000.3803,179000.9184
323823,NULL,Unit (copper alloy),AgCu,439999.8475,178999.2327
323824,NULL,Unit (copper alloy),AgCu,440000.1606,179000.9962
323825,NULL,Unit (copper alloy),AgCu,439999.3749,178999.6151
323826,NULL,Unit (copper alloy),AgCu,440000.3535,178999.9323
323827,NULL,Unit (copper alloy),AgCu,440000.1716,179000.5046
323828,NULL,Unit (silver),AgCu,459999.9654,183000.4438
323833,NULL,Unit (copper alloy),AgCu,452300.1412,188300.3017
323837,NULL,Unit (silver),AgCu,397999.5982,176999.7442
323839,EISV,Unit (silver),AgCu,391000.4136,215000.2975
323840,NULL,Unit (silver),AgCu,390999.6598,215000.9144
323841,NULL,Unit (silver),AgCu,391000.8237,214999.2862
323844,NULL,Unit (silver),AgCu,424000.2564,118999.5082
323847,ANTED (Dobunni),Unit (silver),AgCu,411000.3442,196000.4553
323848,NULL,Unit (silver),AgCu,425999.1376,209999.7796
323850,NULL,Unit (silver),AgCu,556000.5622,298999.7008
323859,NULL,Unit (silver),AgCu,411000.097,195999.7951
323866,NULL,Unit (silver),AgCu,408999.4724,156000.5263
323867,NULL,Unit (silver),AgCu,409000.3239,155999.7158
323875,NULL,Unit (copper alloy),AgCu,499000.5057,226000.6136
323876,ANTED (Dobunni),Unit (silver),AgCu,418000.9456,246999.0367
323882,NULL,Stater (copper alloy),AgCu,439999.0911,178999.5103
323895,NULL,Unit (silver),AgCu,368000.543,162000.4949
323903,NULL,Unit (silver),AgCu,464000.9597,197000.5699
323909,NULL,Unit (copper alloy),AgCu,448000.2625,143000.4542
323913,NULL,Unit (silver),AgCu,424000.5391,242000.1798
323914,NULL,Unit (silver),AgCu,417999.8069,239000.2646
323915,EISV,Unit (silver),AgCu,444999.2855,248000.4683
323916,NULL,Unit (silver),AgCu,418999.3513,240000.0731
323920,NULL,Unit (silver),AgCu,440000.1633,179000.1197
323921,NULL,Unit (silver),AgCu,440000.1613,178999.4789
323922,NULL,Unit (silver),AgCu,439999.4828,179000.5006
323923,NULL,Unit (silver),AgCu,440000.6705,179000.6732
323924,NULL,Unit (copper alloy),AgCu,439999.1371,178999.0502
323925,NULL,Unit (copper alloy),AgCu,439999.541,179000.2419
323926,NULL,Unit (silver),AgCu,439999.7315,178999.5908
323927,NULL,Unit (silver),AgCu,439999.7587,179000.8544
323928,NULL,Unit (silver),AgCu,439999.0117,178999.3884
323940,NULL,Unit (silver),AgCu,442000.3973,126999.1258
323941,NULL,Unit (silver),AgCu,441999.4554,127000.8784
323942,NULL,Unit (silver),AgCu,441999.6861,126999.9792
323944,NULL,Stater (copper alloy),AgCu,500200.6788,139500.2349
323945,NULL,Stater (copper alloy),AgCu,500200.0782,139499.1535
323946,NULL,Unit (silver),AgCu,500199.6646,139499.131
323947,EISV,Unit (silver),AgCu,468999.3402,225000.815
323948,NULL,Unit (silver),AgCu,468999.7177,225000.2189
323949,NULL,Unit (silver),AgCu,468999.2094,224999.1535
323950,NULL,Unit (silver),AgCu,468999.565,224999.601
323951,BODVOC,Unit (silver),AgCu,468999.0608,224999.593
323952,NULL,Unit (copper alloy),AgCu,468999.2342,224999.2301
323953,NULL,Unit (silver),AgCu,469000.1999,225000.7207
323954,NULL,Unit (silver),AgCu,468999.952,224999.3944
323955,NULL,Unit (silver),AgCu,469000.9976,225000.4146
323956,NULL,Unit (silver),AgCu,480999.8003,235000.2544
323957,NULL,Unit (silver),AgCu,471000.4209,254000.9226
323965,NULL,Unit (silver),AgCu,405999.047,142999.5089
323982,NULL,Stater (copper alloy),AgCu,413699.4609,217700.4853
323983,NULL,Unit (silver),AgCu,374989.3545,178579.6345
324002,EISV,Unit (silver),AgCu,389999.3581,185000.0791
324003,NULL,Unit (silver),AgCu,390000.5935,185000.6739
324004,NULL,Unit (silver),AgCu,389999.7094,184999.4494
324005,BODVOC,Unit (silver),AgCu,430000.9016,172000.8341
324006,NULL,Unit (silver),AgCu,414000.2174,178000.1647
324007,NULL,Unit (silver),AgCu,412999.7919,188999.4403
324008,NULL,Unit (silver),AgCu,430000.6179,171999.2946
324009,NULL,Unit (silver),AgCu,430000.3227,172000.3271
324010,NULL,Unit (silver),AgCu,390000.9992,185000.59
324015,EISV,Unit (silver),AgCu,418000.0687,247000.0096
324017,NULL,Unit (silver),AgCu,439999.4852,200000.0288
324024,NULL,Unit (silver),AgCu,375300.274,178669.7918
324025,NULL,Stater (copper alloy),AgCu,384999.2838,212000.987
324026,NULL,Unit (silver),AgCu,413999.8096,146999.86
324027,NULL,Unit (silver),AgCu,413999.7554,147000.464
324028,NULL,Unit (silver),AgCu,414000.7585,146999.0736
324029,NULL,Unit (silver),AgCu,413999.7025,146999.0193
324030,NULL,Unit (silver),AgCu,413999.1074,147000.247
324031,NULL,Unit (silver),AgCu,414000.6975,146999.8522
324032,NULL,Unit (silver),AgCu,414000.2465,147000.3236
324033,NULL,Unit (silver),AgCu,414000.4797,147000.6281
324034,NULL,Unit (silver),AgCu,414000.8148,147000.2833
324035,NULL,Unit (silver),AgCu,414000.4763,146999.2066
324036,NULL,Unit (silver),AgCu,414000.2703,146999.121
324037,NULL,Unit (silver),AgCu,414000.9799,146999.1034
324038,NULL,Unit (silver),AgCu,414000.6093,147000.1479
324039,NULL,Unit (silver),AgCu,414000.9098,147000.4342
324040,NULL,Unit (silver),AgCu,414000.2772,147000.7135
324041,NULL,Unit (silver),AgCu,446000.4612,202000.4456
324042,NULL,Unit (silver),AgCu,446000.9463,201999.081
324043,EISV,Unit (silver),AgCu,445999.9595,201999.1003
324047,NULL,Unit (silver),AgCu,426000.1511,149999.5439
324053,NULL,Unit (silver),AgCu,457000.2803,162999.4575
324054,BODVOC,Unit (silver),AgCu,402000.4931,224000.2396
324057,NULL,Unit (silver),AgCu,390000.5971,189999.6169
324058,NULL,Unit (silver),AgCu,426000.838,150000.6884
324101,NULL,Unit (silver),AgCu,428999.5807,150000.5292
324111,EISV,Unit (copper alloy),AgCu,418999.1288,226999.4181
324114,NULL,Unit (silver),AgCu,429000.274,149999.5741
324115,NULL,Unit (silver),AgCu,390999.3476,185999.9466
324118,NULL,Unit (silver),AgCu,467000.7818,251999.2699
324119,NULL,Unit (copper alloy),AgCu,467000.9935,251999.9323
324120,NULL,Unit (silver),AgCu,467000.4247,252000.985
324121,NULL,Unit (copper alloy),AgCu,467000.2497,251999.6365
324126,EISV,Unit (silver),AgCu,443999.6737,234000.4979
324127,NULL,Unit (silver),AgCu,391000.8635,186000.8491
324128,NULL,Quarter Stater (copper alloy),AgCu,426000.6326,149999.4592
324129,NULL,Unit (silver),AgCu,428999.9954,149999.9672
324130,NULL,Unit (silver),AgCu,429000.785,150000.7047
324131,NULL,Unit (silver),AgCu,381999.3597,134999.8169
324132,NULL,Unit (silver),AgCu,381999.17,135000.0741
324133,NULL,Unit (silver),AgCu,382000.0575,135000.2623
324134,NULL,Unit (silver),AgCu,381999.1138,135000.1874
324135,ANTED (Dobunni),Unit (silver),AgCu,382000.8194,135000.7257
324136,NULL,Unit (silver),AgCu,382000.9192,134999.7772
324137,NULL,Unit (silver),AgCu,382000.0579,135000.8553
324138,NULL,Unit (silver),AgCu,381999.9785,134999.6415
324139,NULL,Unit (silver),AgCu,382000.5813,135000.935
324140,NULL,Unit (silver),AgCu,381999.7597,135000.3525
324141,NULL,Unit (silver),AgCu,382000.6853,134999.6904
324142,NULL,Unit (silver),AgCu,382000.4016,135000.5438
324143,NULL,Unit (silver),AgCu,382000.0291,134999.5029
324144,NULL,Unit (silver),AgCu,382000.9828,134999.5812
324145,NULL,Unit (silver),AgCu,382000.6703,134999.0283
324146,NULL,Unit (silver),AgCu,382000.8303,135000.6461
324147,NULL,Unit (silver),AgCu,382000.8607,135000.5019
324148,NULL,Unit (silver),AgCu,382000.4161,135000.1393
324149,ANTED (Dobunni),Unit (silver),AgCu,381999.7972,135000.7196
324150,NULL,Unit (silver),AgCu,382000.5738,135000.3571
324151,ANTED (Dobunni),Unit (silver),AgCu,382000.0087,135000.8547
324152,EISV,Unit (silver),AgCu,381999.5228,134999.6933
324153,ANTED (Dobunni),Unit (silver),AgCu,382000.9238,134999.0887
324154,ANTED (Dobunni),Unit (silver),AgCu,381999.1831,135000.1892
324155,ANTED (Dobunni),Unit (silver),AgCu,381999.5347,135000.2828
324156,EISV,Unit (silver),AgCu,382000.1076,135000.4746
324157,NULL,Unit (silver),AgCu,381999.573,134999.0638
324158,EISV,Unit (silver),AgCu,381999.8956,134999.2922
324167,NULL,Unit (silver),AgCu,446999.0632,226999.1598
324170,NULL,Unit (silver),AgCu,402000.5417,223999.5179
324172,NULL,Unit (silver),AgCu,402000.4355,224000.6056
324173,NULL,Unit (silver),AgCu,428999.4936,149999.9055
324175,NULL,Unit (silver),AgCu,430000.5934,221999.9459
324177,NULL,Quarter Stater (copper alloy),AgCu,401999.4179,224000.8711
324185,NULL,Stater (copper alloy),AgCu,400999.2181,233000.0449
324186,NULL,Unit (silver),AgCu,402000.4068,242000.4557
324193,NULL,Unit (silver),AgCu,402000.8094,223999.5933
324194,NULL,Unit (silver),AgCu,429000.6751,150000.0804
324195,EISV,Unit (silver),AgCu,368700.6066,158900.6486
324196,EISV,Unit (silver),AgCu,446000.0354,201999.237
324197,NULL,Unit (silver),AgCu,445999.9506,202000.7477
324199,NULL,Unit (silver),AgCu,419999.1123,239000.7855
324200,NULL,Unit (silver),AgCu,438000.6496,255000.0023
324203,NULL,Unit (silver),AgCu,453999.1141,206000.1957
324210,NULL,Unit (silver),AgCu,446000.5183,201999.0573
324211,NULL,Unit (silver),AgCu,446000.0852,202000.7887
324218,NULL,Unit (silver),AgCu,446999.5955,258999.5806
324222,ANTED (Dobunni),Unit (silver),AgCu,468000.7321,212000.7652
324223,NULL,Unit (silver),AgCu,430999.8168,158999.1167
324224,NULL,Unit (silver),AgCu,439999.7586,199999.2045
324225,NULL,Unit (silver),AgCu,366499.8431,298199.3917
324235,NULL,Unit (silver),AgCu,428000.3482,159000.5223
324236,ANTED (Dobunni),Unit (silver),AgCu,414000.792,187000.2803
324237,EISV,Stater (copper alloy),AgCu,392999.3956,208000.171
324238,NULL,Unit (silver),AgCu,429000.3381,150000.9854
324239,NULL,Unit (silver),AgCu,428999.7124,150000.9727
324240,NULL,Unit (silver),AgCu,427999.4726,158999.3097
324241,NULL,Unit (silver),AgCu,429000.7336,150000.7755
324243,NULL,Unit (silver),AgCu,401999.3618,241999.4006
324244,NULL,Unit (silver),AgCu,426000.5681,211999.2019
324245,ANTED (Dobunni),Unit (silver),AgCu,425999.8557,211999.3939
324246,NULL,Unit (silver),AgCu,426000.4501,211999.4338
324251,NULL,Unit (silver),AgCu,385000.4295,256000.3199
324252,NULL,Unit (silver),AgCu,385000.3436,255999.2435
324253,NULL,Unit (silver),AgCu,384999.8246,255999.4823
324254,NULL,Unit (silver),AgCu,385000.6769,255999.862
324255,EISV,Unit (silver),AgCu,385000.1627,255999.3385
324256,NULL,Unit (silver),AgCu,403999.4226,235999.2035
324257,NULL,Unit (copper alloy),AgCu,403999.0125,236000.1421
324262,NULL,Unit (silver),AgCu,452999.8491,209000.1834
324264,ANTED (Dobunni),Unit (silver),AgCu,479000.0905,105999.1525
324265,NULL,Unit (silver),AgCu,444999.0239,209000.1305
324266,EISV,Unit (silver),AgCu,454000.2318,205999.0949
324268,NULL,Unit (silver),AgCu,452000.4197,191999.2852
324278,NULL,Unit (silver),AgCu,398999.1757,253000.724
324279,NULL,Stater (copper alloy),AgCu,344400.4864,239500.2724
324281,NULL,Unit (silver),AgCu,445000.3864,208999.8422
324282,NULL,Unit (silver),AgCu,444999.0999,208999.9181
324283,NULL,Unit (silver),AgCu,444999.0209,208999.425
324286,NULL,Unit (copper alloy),AgCu,412000.0215,208999.0206
343025,EISV,Unit (silver),AgCu,357800.9111,179600.4492
362166,EISV,Unit (silver),AgCu,318100.1387,161299.5753
386856,Uninscribed,Unit (silver),AgCu,390399.0028,208700.7961
387367,Uninscribed,Unit (silver),AgCu,489700.2106,189399.5859
394381,Uninscribed,Unit (silver),AgCu,409610.7271,142750.3386
399370,EISV,Unit (silver),AgCu,422535.2937,187274.2088
403098,EISV,Unit (silver),AgCu,352919.8122,259636.4511
404134,Uninscribed,Unit (silver),AgCu,432000.8255,146999.3553
413293,Uncertain,Unit (copper alloy),AgCu,458231.2735,168826.0781
429829,Uninscribed,uncertain,AgCu,423042.2467,187126.3653
431990,Uninscribed,Unit (silver),AgCu,381000.3499,174999.168
438272,Uninscribed,Unit (silver),AgCu,419588.3944,215152.9949
441638,Uninscribed,Unit (silver),AgCu,374805.827,178628.0436
445605,Uninscribed,Unit (silver),AgCu,399099.3412,215599.3227
449539,Uninscribed,Unit (silver),AgCu,365299.9876,184799.2946
449877,Uninscribed,Unit (silver),AgCu,371000.5233,143099.6466
7562,Uninscribed,Unit (silver),AgCu,493699.1472,233599.5547
322621,NULL,Quarter stater (gold),Au,444999.4982,208999.9093
322639,NULL,Quarter stater (gold),Au,403999.5414,211999.8113
322655,NULL,Quarter stater (gold),Au,452999.1301,199000.6593
322681,NULL,Quarter stater (gold),Au,411999.6147,228000.4471
322682,NULL,Quarter stater (gold),Au,396999.6195,232000.6039
322683,CORIO,Quarter stater (gold),Au,396999.0649,231999.611
322689,EISV,Stater (gold),Au,402000.3812,247000.774
322728,CORIO,Stater (gold),Au,408999.252,226000.7434
322729,CORIO,Stater (gold),Au,442999.6678,268999.4908
322737,NULL,Quarter stater (gold),Au,438000.4356,184999.3235
322747,NULL,Quarter stater (gold),Au,453000.6985,198999.4699
322750,NULL,Quarter stater (gold),Au,388000.411,242999.8357
322757,EISV,Stater (gold),Au,393000.9941,265999.6308
322758,NULL,Quarter stater (gold),Au,359030.6324,299629.5094
322761,ANTED (Dobunni),Stater (gold),Au,452999.1423,199000.2231
322772,CATTI,Stater (gold),Au,413000.684,115000.1122
322782,CORIO,Stater (gold),Au,398999.3927,226000.0419
322785,EISV,Stater (gold),Au,410999.8794,247000.2611
322786,NULL,Quarter stater (gold),Au,440899.7102,230400.4426
322807,CORIO,Quarter stater (gold),Au,319000.1606,164000.8687
322814,CORIO,Stater (gold),Au,400999.2837,233000.7815
322815,EISV,Stater (gold),Au,396999.8168,232000.7003
322818,NULL,Stater (gold),Au,404000.482,235999.6007
322819,NULL,Stater (gold),Au,403999.1938,236000.8278
322820,BODVOC,Stater (gold),Au,404000.6899,236000.1954
322821,BODVOC,Stater (gold),Au,403999.4873,236000.7
322822,NULL,Stater (gold),Au,404000.1862,235999.3401
322823,NULL,Stater (gold),Au,403999.3157,235999.4775
322824,NULL,Stater (gold),Au,403999.0738,235999.7511
322825,NULL,Stater (gold),Au,404000.7347,236000.8512
322827,CATTI,Stater (gold),Au,404000.116,235999.6194
322828,CATTI,Stater (gold),Au,404000.1433,235999.8561
322861,NULL,Quarter stater (gold),Au,452999.6389,198999.7447
322862,CORIO,Quarter stater (gold),Au,453000.169,198999.4287
322868,CATTI,Stater (gold),Au,386000.0227,100000.2542
322909,NULL,Quarter stater (gold),Au,489999.8102,209000.2137
322934,BODVOC,Stater (gold),Au,419000.3593,243999.1578
322941,CATTI,Stater (gold),Au,309000.47,163999.0247
322946,NULL,Quarter stater (gold),Au,460000.6605,183000.4016
322983,NULL,Quarter stater (gold),Au,409000.3866,161000.5799
322986,NULL,Quarter stater (gold),Au,440000.9681,178999.1683
322987,NULL,Quarter stater (gold),Au,439999.4727,179000.4777
322988,NULL,Quarter stater (gold),Au,440000.9685,179000.3205
322989,NULL,Quarter stater (gold),Au,440000.8198,179000.799
322990,NULL,Quarter stater (gold),Au,440000.4282,179000.7249
322995,NULL,Quarter stater (gold),Au,418000.0022,244000.2818
323049,ANTED (Dobunni),Stater (gold),Au,381999.3221,135000.291
323053,ANTED (Dobunni),Stater (gold),Au,364800.696,167380.5385
323056,EISV,Stater (gold),Au,359000.9571,249000.536
323067,CORIO,Stater (gold),Au,424999.7756,173000.3487
323069,BODVOC,Stater (gold),Au,395800.6507,191000.9291
323070,BODVOC,Stater (gold),Au,403999.8736,192999.282
323075,NULL,Stater (gold),Au,388400.5057,188900.5099
323085,CORIO,Quarter stater (gold),Au,407000.7323,224999.778
323097,EISV,Stater (gold),Au,399700.5152,253800.2727
323118,CATTI,Stater (gold),Au,373999.8465,259000.3986
323121,CORIO,Stater (gold),Au,445000.763,197000.9713
323124,BODVOC,Stater (gold),Au,449000.4311,192000.2084
323125,BODVOC,Stater (gold),Au,404000.8248,187999.5833
323143,ANTED (Dobunni),Stater (gold),Au,386999.559,137000.8451
323159,EISV,Stater (gold),Au,388700.1989,202099.2797
323160,NULL,Quarter stater (gold),Au,493800.2399,83399.76072
323161,NULL,Quarter stater (gold),Au,493799.5399,83400.50806
323165,NULL,Quarter stater (gold),Au,395639.7155,246919.8584
323224,ANTED (Dobunni),Stater (gold),Au,427000.3281,204000.5373
323232,EISV,Stater (gold),Au,359000.6796,248999.355
323233,EISV,Stater (gold),Au,382000.2625,215000.88
323235,EISV,Stater (gold),Au,426999.5224,203999.6295
323249,CATTI,Stater (gold),Au,382000.7912,135000.1109
323251,CATTI,Stater (gold),Au,363300.8412,183999.4488
323253,COMVX,Stater (gold),Au,386999.9646,136999.0343
323254,COMVX,Stater (gold),Au,387000.3977,136999.5728
323255,COMVX,Stater (gold),Au,400000.5132,195000.0382
323257,CORIO,Stater (gold),Au,355000.0346,142999.6146
323263,CORIO,Stater (gold),Au,378814.777,144837.6678
323264,CORIO,Stater (gold),Au,338800.322,217800.9722
323268,BODVOC,Stater (gold),Au,469999.0573,179000.2528
323271,BODVOC,Stater (gold),Au,428999.2748,215000.8162
323278,NULL,Stater (gold),Au,369000.6601,163000.9852
323285,ANTED (Dobunni),Stater (gold),Au,362999.9793,190000.44
323292,CORIO,Stater (gold),Au,367000.8959,166999.7281
323295,ANTED (Dobunni),Stater (gold),Au,372799.1824,115200.382
323337,ANTED (Dobunni),Stater (gold),Au,467999.7133,225999.9067
323358,CORIO,Stater (gold),Au,394999.066,244999.5078
323359,CORIO,Stater (gold),Au,408699.943,277000.3237
323363,BODVOC,Stater (gold),Au,480000.0119,194999.6379
323364,NULL,Quarter stater (gold),Au,430879.5199,150929.06
323376,CORIO,Stater (gold),Au,376000.4083,237999.7498
323379,CORIO,Stater (gold),Au,349000.9953,296000.8968
323467,CATTI,Stater (gold),Au,341000.2621,230999.6176
323468,CORIO,Stater (gold),Au,375999.6235,150000.0767
323469,CORIO,Stater (gold),Au,376000.6085,150000.068
323470,CORIO,Stater (gold),Au,375999.2791,150000.4873
323471,CORIO,Stater (gold),Au,375999.763,150000.0677
323472,CORIO,Stater (gold),Au,375999.6737,150000.9457
323473,CORIO,Stater (gold),Au,375999.4349,150000.9738
323474,CORIO,Stater (gold),Au,375999.1504,149999.7003
323475,CORIO,Stater (gold),Au,376000.8773,149999.1595
323476,CORIO,Stater (gold),Au,375999.2754,149999.0655
323477,CORIO,Stater (gold),Au,376000.0574,150000.181
323478,CORIO,Stater (gold),Au,375999.787,150000.3176
323479,CORIO,Stater (gold),Au,376000.0002,149999.5129
323480,CORIO,Stater (gold),Au,376000.6853,149999.9378
323481,CORIO,Stater (gold),Au,376000.4216,149999.7199
323482,CORIO,Stater (gold),Au,376000.9283,149999.8662
323483,CORIO,Stater (gold),Au,375999.9417,150000.0818
323484,CORIO,Stater (gold),Au,375999.5335,149999.5651
323485,CORIO,Stater (gold),Au,375999.0775,150000.2588
323486,NULL,Stater (gold),Au,375999.7027,150000.3591
323487,CORIO,Stater (gold),Au,376000.9626,149999.9499
323488,CORIO,Stater (gold),Au,376000.2534,150000.2834
323489,CORIO,Stater (gold),Au,376000.3395,149999.6064
323490,CORIO,Stater (gold),Au,375999.5354,149999.0199
323491,CORIO,Stater (gold),Au,376000.4278,150000.327
323492,CORIO,Stater (gold),Au,376000.1216,150000.9124
323493,CORIO,Stater (gold),Au,376000.3701,149999.5782
323494,CORIO,Stater (gold),Au,375999.0162,149999.6402
323495,CORIO,Stater (gold),Au,376000.4286,150000.8419
323496,CORIO,Stater (gold),Au,375999.3165,150000.2444
323497,CORIO,Stater (gold),Au,375999.7638,149999.7189
323498,CORIO,Stater (gold),Au,376000.7394,150000.8912
323499,CORIO,Stater (gold),Au,375999.201,149999.5283
323500,CORIO,Stater (gold),Au,375999.4279,150000.5705
323501,CORIO,Stater (gold),Au,376000.4945,149999.7381
323502,CORIO,Stater (gold),Au,375999.1401,149999.5934
323503,CORIO,Stater (gold),Au,376000.6931,149999.1411
323504,CORIO,Stater (gold),Au,376000.0143,150000.6673
323505,CORIO,Stater (gold),Au,376000.1077,150000.1903
323506,CORIO,Stater (gold),Au,376000.3307,150000.0201
323507,CORIO,Stater (gold),Au,376000.2206,150000.5187
323508,CORIO,Stater (gold),Au,376000.585,149999.3285
323509,CORIO,Stater (gold),Au,376000.1858,150000.7478
323510,CORIO,Stater (gold),Au,375999.1943,150000.0977
323511,CORIO,Stater (gold),Au,375999.1443,150000.5155
323512,CORIO,Stater (gold),Au,376000.6895,150000.3199
323513,CORIO,Stater (gold),Au,376000.5299,149999.9926
323514,NULL,Stater (gold),Au,375999.5572,150000.9997
323515,CORIO,Stater (gold),Au,375999.228,150000.3864
323516,CORIO,Stater (gold),Au,376000.3311,149999.7119
323517,CORIO,Stater (gold),Au,376000.4282,150000.7965
323518,CORIO,Stater (gold),Au,376000.0582,150000.1004
323519,CORIO,Stater (gold),Au,375999.0056,149999.6252
323520,CORIO,Stater (gold),Au,376000.8992,150000.6788
323521,CORIO,Stater (gold),Au,375999.8638,150000.4108
323522,CORIO,Stater (gold),Au,375999.7245,149999.5676
323523,CORIO,Stater (gold),Au,375999.7309,149999.1049
